Site,Last seen,Available,is italian?,Comments,Screenshot,SECTOR ATTACKED,ATTACK GOAL
https://interface-beta-eight.vercel.app/,13/03/2025 09:14,S,s,UNISWAP INTERFACE,150.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://accverst.com/,13/03/2025 09:14,S,s,STEAM (accedi),151.png,ENTERTAINMENT,ACCOUNT THEFT
https://am40.1.com.ar/,13/03/2025 13:52,S,s,ACCEDI (Webmail),152.png,EMAIL SERVICES,ACCOUNT THEFT
http://attassesment.weebly.com,13/03/2025 13:52,S,s,TISCALI(accedi),153.png,EMAIL SERVICES,ACCOUNT THEFT
https://serviziunir.weebly.com/,14/03/2025 08:50,S,s,WEEBLY (aggiornamanto dei servizi: richiede la conferma dei dati),154.png,EMAIL SERVICES,ACCOUNT THEFT
https://vi.fywwff3.sa.com,14/03/2025 08:50,S,s,HYPE (verifica dati),155.png,BANKING/FINANCE,ACCOUNT THEFT
https://chrucie.com,14/03/2025 08:50,S,s,HYPE (verifica dati),156.png,BANKING/FINANCE,ACCOUNT THEFT
https://bafybeiheu4az5ymdraneuxsvbwsedbsxvyufdqqrxrlnl2dlujrfmvaxam.ipfs.dweb.link/,14/03/2025 08:50,S,s,Uniswap(scambio di cripto),157.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://confermaspedizione-mastercard.com/BNL,14/03/2025 13:21,S,s,BNL(inserire codice per l'emissione di una carta nuova),158.png,BANKING/FINANCE,ACCOUNT THEFT
https://actualizacion-netflix-es.com,18/03/2025 09:23,S,s,NETLIX reCAPTCHA,159.png,ENTERTAINMENT,ACCOUNT THEFT
http://netflix-espana-configuracion.com/,19/03/2025 14:40,S,s,NETFLIX reCAPTCHA,160.png,ENTERTAINMENT,ACCOUNT THEFT
http://extensionwebstore-kyc.ddnss.eu/FMfcgzGtxSvtnDMJWSGhxLTztxLkJkMW/FMfcgzGtxSxDgR/b1c61,19/03/2025 14:40,S,s,METAMASK (conferma frase di recupero),161.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://extensionwebstore-kyc.ddnss.eu/FMfcgzGtxSvtnDMJWSGhxLTztxLkJkMW/FMfcgzGtxSxDgR/8a3b8,19/03/2025 14:40,S,s,METAMASK (conferma frase di recupero),162.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://netflix-espana-configuracion.com,19/03/2025 14:41,S,s,NETFLIX reCAPTCHA,163.png,ENTERTAINMENT,ACCOUNT THEFT
https://hololom25.com/it-/brt/load1.php,19/03/2025 16:51,S,s,"BRT (consegna non effettuata , richiesta dati per rinviare il pacco)",164.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://altaifmedical.com.sa/it/brt/load1.php,20/03/2025 13:54,S,s,"BRT (stato pacchetto Attenzione: Il nostro corriere ha provato a consegnare il tuo pacco ma non ha trovato nessuno all'indirizzo indicato. Per ricevere il tuo pacco, compila il modulo sottostante)",165.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://facebbook.vercel.app/,21/03/2025 08:40,S,s,FACEBOOK(login),166.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://paypal.eplayingfield.com/,21/03/2025 08:40,S,s,FACEBOOK(login2),167.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://login.45-144-212-58.cprapid.com/,21/03/2025 08:41,S,s,PAYPAL (accedi),168.png,BANKING/FINANCE,ACCOUNT THEFT
http://metroagmall.org,21/03/2025 14:05,S,s,METROAGMALL(login)si presume un portafolio digitale,169.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://lcloud-itt.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),170.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.icloud.casegsxsuppmx.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),171.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://icloud.servicesupportmx.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE (id e password dimenticati),172.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://de-apple-store.help/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),173.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://randmpritchard1.wixsite.com/my-site,24/03/2025 06:45,S,s,APPLE(id e password non corretti),174.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://icloud.servicesupportmx.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),175.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.icloud.getsuppcasemx.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),176.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://www.icloud.casegsxsuppmx.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE (accedi),177.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.icloud.servicesupportmx.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE (accedi),178.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://log-searhing.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),179.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://lcloudlostmx.com/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),180.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://locations-fmi-support.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),181.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://servicesupportmx.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),182.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://lphoneusa-find1.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),183.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://appless-icloudd1.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),184.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://support-lphonefind.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),185.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.soporte.de-apple-encontrar-mx.help/isignesp.php/,24/03/2025 06:45,S,s,APPLE(id e password non corretti),186.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://soporte-iphonencontrar.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE(id e password non corretti),187.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.soporte.de-apple-store.help/isignesp.php/,24/03/2025 06:45,S,s,APPLE(id e password non corretti),188.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://icloud.getsuppcasemx.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE(id e password non corretti),189.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://icloud.casegsxsuppmx.us/isignesp.php,24/03/2025 06:45,S,s,APPLE(id e password non corretti),190.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://soporte-lphonencontrar.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),191.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://enco-traerlos.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),192.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.icloud.ldsupm.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),193.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://acces-suportcloud.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),194.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://www.icloud.find-ios18.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),195.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://icloud.ldsupm.us/isignesp.php/,24/03/2025 06:45,S,s,APPLE (accedi),196.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://acesso-clod.us/isignesp.php,24/03/2025 06:45,S,s,APPLE (accedi),197.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://soporte.de-apple-encontrar-mx.help/isignesp.php/,24/03/2025 06:46,S,s,APPLE(id e password non corretti),198.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://soporte.de-apple-store.help/isignesp.php/,24/03/2025 06:46,S,s,APPLE(id e password non corretti),199.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://icloud.find-ios18.us/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),200.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://icl0ud18appless.us/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),201.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://soporte.de-apple-encontrar-mx.help/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),202.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://www.apple.ldsupm.us/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),203.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://de-apple-encontrar-mx.help/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),204.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://idsegurities.us/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),205.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://icloud.ldsupm.us/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),206.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://applecloudsupport.com/isignesp.php,24/03/2025 06:46,S,s,APPLE (accedi),207.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
http://pub-8bbc1e81b7544669ba6ff9deeb228981.r2.dev/wallet.html,25/03/2025 09:08,S,s,METAMASK conferma la frase di recupero segreta,208.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://extensionwebstore-kyc.ddnss.eu/FMfcgzGtxSvtnDMJWSGhxLTztxLkJkMW/FMfcgzGtxSxDgR/ab530,25/03/2025 09:08,S,s,METAMASK conferma la frase di recupero segreta,209.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://help-netflix-be.com/how/calcul.php,25/03/2025 10:33,S,s,NETFLIX reCAPTCHA,210.png,ENTERTAINMENT,BANKING DATA THEFT
http://pagina.pro/facebooksupport39,25/03/2025 13:56,S,s,FACEBOOK (login),211.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://accountcenter-help-bussiness.pages.dev/es/login/10005454872268/,26/03/2025 08:03,S,s,FACEBOOK(login),212.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://pol-ito-it.weebly.com/,26/03/2025 08:14,S,s,POLITECNICO DI TORINO (login),213.png,EDUCATION,ACCOUNT THEFT
http://suitecrm-194361-0.cloudclusters.net/acc/...,26/03/2025 08:14,S,s,HYPE PLUS (login),214.png,BANKING/FINANCE,ACCOUNT THEFT
https://outlook1-it.weebly.com/,26/03/2025 08:14,S,s,Help desk per servizi IT (outlook),215.png,EMAIL SERVICES,ACCOUNT THEFT
https://tiscalimailserviceupdateo.weebly.com/,26/03/2025 08:15,S,s,TISCALI (login),216.png,EMAIL SERVICES,ACCOUNT THEFT
https://my-netflix-info.com/how/calcul.php,26/03/2025 12:35,S,s,NETFLIX reCAPTCHA,217.png,ENTERTAINMENT,ACCOUNT THEFT
https://bitstarz-it.it/,26/03/2025 15:41,S,s,biltstarz (un casinò online di fama internazionale) pagina iniziale,218.png,ENTERTAINMENT,ACCOUNT THEFT
http://bitstarz-it.it/,26/03/2025 15:41,S,s,biltstarz (un casinò online di fama internazionale) pagina iniziale,219.png,ENTERTAINMENT,ACCOUNT THEFT
https://v7.iaafzo3.sa.com/,27/03/2025 06:49,S,s,HYPE (inizia il processo di verifica),220.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://follow-folder.com/,27/03/2025 06:49,S,s,DHL (riciesta pagamento tassa importazione),221.png,SHIPPING/LOGISTICS,ACCOUNT THEFT
https://subscription-netflx.com/check,28/03/2025 09:38,S,s,NETFLIX (reCAPTCHA),222.png,ENTERTAINMENT,ACCOUNT THEFT
https://is.gd/sellacontohype,28/03/2025 11:30,S,s,HYPE (verifica dati ) redirect https://v7.iaafzo3.sa.com,223.png,BANKING/FINANCE,ACCOUNT THEFT
http://3-8-118-28.cprapid.com/info/update.php?xm77tic3rub5cbvb38fe,31/03/2025 14:02,S,s,DPD (Non siamo riusciti a consegnare il tuo pacco),224.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://3-8-118-28.cprapid.com/info,31/03/2025 14:02,S,s,DPD (Non siamo riusciti a consegnare il tuo pacco),225.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://mnspowertech.com/,31/03/2025 14:02,S,s,DHL(PAGARE I DAZI DOGANALI/LE TASSE),226.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://fb-marketsplacontactclick.ubpages.com/it-cp-community-958521,02/04/2025 09:25,S,s,Facebook -intrattenimento-(furto account per login),227.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://neamile.com/,03/04/2025 13:27,S,s,HYPE(inizio processo di verifica),228.png,BANKING/FINANCE,ACCOUNT THEFT
https://dovmex.click/wp-includes/webmail.aruba.it/user/login/reconfirm/email.account.myaruba/mailbox_confirm.webmail.aruba.it.user.sign_in/id.htm,03/04/2025 13:28,S,s,ARUBA(verifica il tuo account),229.png,EMAIL SERVICES,ACCOUNT THEFT
https://att-currently-03-31-2025.weebly.com/,03/04/2025 13:28,S,s,TISCALI.CZ(LOGIN) è un servizio di posta,230.png,EMAIL SERVICES,ACCOUNT THEFT
https://shousid.com/,04/04/2025 08:44,S,s,HYPE(inizio processo di verifica),231.png,BANKING/FINANCE,ACCOUNT THEFT
https://aneftsa.com/,04/04/2025 08:44,S,s,HYPE(inizio processo di verifica),232.png,BANKING/FINANCE,ACCOUNT THEFT
http://web-cqxarjotd-uniswap.vercel.app/,04/04/2025 14:03,S,s,ETH(scambio cripto),233.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://business.changeonline.top/,04/04/2025 14:03,S,s,POSTE ITALIANE ( errore durante il processo di consegna)+Pagamento online per spese di servizio,234.png,BANKING/FINANCE,BANKING DATA THEFT
https://business.changeonline.top/( CONTINUAZIONE CAMPAGNA 90228 ),04/04/2025 14:03,S,s,POSTE ITALIANE (Pagamento online per spese di servizio),235.png,BANKING/FINANCE,BANKING DATA THEFT
https://bafybeid2c2mdeiiysuldtcrlma2oaydsigt4ev55cttcb53zk6ldw7cozy.ipfs.dweb.link/,04/04/2025 14:03,S,s,ETH(scambio cripto),236.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://www.intesasanpaoloweb.com,07/04/2025 09:18,S,s,INTESA SANAPOLO(login),237.png,BANKING/FINANCE,BANKING DATA THEFT
https://3-64-147-162.cprapid.com/ro/update6.php,07/04/2025 14:10,S,s,DPD (segui pacchetto),238.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://findid.help/?i=s1nyx,08/04/2025 08:24,S,s,APPLE (Inserisci la password del dispositivo),239.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://navi2025.com/?id=GDoXxDct527x5a6uqpaNt0EZVOii5G,08/04/2025 08:24,S,s,STEAM (accedi),240.png,ENTERTAINMENT,ACCOUNT THEFT
https://smartliftingsafetysolutions.co.za/it/servizo/home/paket.php...,08/04/2025 12:14,S,s,BARTOLINI (pianifica consegna + pagamento tassa di spedizione),241.png,EMAIL SERVICES,BANKING DATA THEFT
http://track-location.com/voA,09/04/2025 08:27,S,s,APPLE(Accedi con Apple ID),242.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://rinascenteoutletmilano.com/?v=813e21682148...,09/04/2025 11:48,S,s,LA RINASCENTE,243.png,E-COMMERCE,BANKING DATA THEFT
https://www.rinascente-outlet.it/?v=813e21682148...,09/04/2025 11:49,S,s,TECNOLOGIA/DIGITALE,244.png,E-COMMERCE,BANKING DATA THEFT
https://lungrunipit.weebly.com/,10/04/2025 08:05,S,s,UNIVERSITA’ DEGLI STUDI DI PADOVA(login),245.png,EDUCATION,DATA THEFT
https://bitflyer-intl.co/#/?shiny,10/04/2025 08:05,S,s,TISCALI(login),246.png,EMAIL SERVICES,ACCOUNT THEFT
https://unipd.godaddysites.com/,16/04/2025 07:13,S,s,Università Degli Studi Di Padova,247.png,EDUCATION,ACCOUNT THEFT
https://neu.planen.35-176-223-112.cprapid.com/app/update.php?590bee6b0,17/04/2025 15:25,S,s,DPD segui il mio pacchetto,248.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://appfacturation-netflix.com/how/calcul.php,23/04/2025 08:06,S,s,NETFLIX RECAPTCHA furto account per login),249.png,ENTERTAINMENT,ACCOUNT THEFT
https://log-in-to-webmail.weebly.com/,24/04/2025 07:28,S,s,TISCALI MAIL(login),250.png,EMAIL SERVICES,ACCOUNT THEFT
https://auth-netfix-restore.com/how/calcul.php,28/04/2025 08:45,S,s,https://netfilxco-registre.com/captcha,251.png,ENTERTAINMENT,ACCOUNT THEFT
http://batawarehousesale.shop/,28/04/2025 09:49,S,s,BATA (clonazione sito),252.png,E-COMMERCE,BANKING DATA THEFT
http://wellsgocapital.com,29/04/2025 08:45,S,s,Clonazione Wells Fargo furto dati personali(nota banca americana),253.png,BANKING/FINANCE,DATA THEFT
https://qa-connect.secure.evetest.wellsfargo.com:23612/my.logout.php3?errorcode=14,29/04/2025 08:45,S,s,Continuazione clonazione Wells Fargo furto dati personali(nota banca americana),254.png,BANKING/FINANCE,DATA THEFT
http://greenvaleycredit.com,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),255.png,BANKING/FINANCE,DATA THEFT
http://citadelscredit.com,29/04/2025 08:45,S,s,Clonazione di una nota Banca Americana(Citadel Credit Union),256.png,BANKING/FINANCE,DATA THEFT
http://citigateway.com,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),257.png,BANKING/FINANCE,DATA THEFT
http://spherefinances.com,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),258.png,BANKING/FINANCE,DATA THEFT
http://credcitys.com,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),259.png,BANKING/FINANCE,DATA THEFT
https://firstcitiglobal.com/,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),260.png,BANKING/FINANCE,DATA THEFT
http://flourishbanks.com,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),261.png,BANKING/FINANCE,DATA THEFT
https://uniontrustcapital.com/,29/04/2025 08:45,S,s,Sito Bancario non legittimo (furto dei dati),262.png,BANKING/FINANCE,DATA THEFT
https://abodisney-plus.com/how/calcul.php,05/05/2025 09:02,S,s,reCAPTCHA DISNEY+,263.png,ENTERTAINMENT,ACCOUNT THEFT
https://trozfinance.com,05/05/2025 09:02,S,s,Troz Finance,264.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://12aecom.com,05/05/2025 09:02,S,s,Emirates Mail (azienda settore aereo),265.png,E-COMMERCE,ACCOUNT THEFT
https://swiftpointbank.com,05/05/2025 09:02,S,s,Sito Bancario non legittimo (furto dei dati) swiftpointbank,266.png,BANKING/FINANCE,DATA THEFT
https://plaxcapital.com,05/05/2025 09:02,S,s,Sito Bancario non legittimo (furto dei dati) plaxcapital,267.png,BANKING/FINANCE,DATA THEFT
https://standardvestbank.com/index.html,05/05/2025 09:02,S,s,Sito Bancario non legittimo (furto dei dati) standardvestbank,268.png,BANKING/FINANCE,DATA THEFT
https://polkadot-official.com,05/05/2025 09:02,S,s,piattaforma blockchain sito leggittimo ( https://polkadot.network),269.png,BANKING/FINANCE,DATA THEFT
https://firstonlineintercontinentalbank.live,05/05/2025 09:02,S,s,Sito Bancario non legittimo (furto dei dati)firstonlineintercontinentalbank,270.png,BANKING/FINANCE,DATA THEFT
https://buerlngs.com,05/05/2025 09:03,S,s,Sito Bancario non legittimo (furto dei dati)buerlngs,271.png,BANKING/FINANCE,DATA THEFT
https://monefic.com,05/05/2025 09:03,S,s,Sito Bancario non legittimo (furto dei dati)Monefic,272.png,BANKING/FINANCE,DATA THEFT
https://ace.xn-tizketon-love.com/#/login,06/05/2025 07:47,S,s,BHP BILLITON (compagnie minerarie di rilevante importanza a livello mondiale ),273.png,BANKING/FINANCE,DATA THEFT
https://drmartensstar.com/,07/05/2025 07:36,S,s,Sito vedita scarpe non legittimo (furto dei dati )Dr. Martens sito legittimo:https://www.drmartens.com/it/it/?srsltid=AfmBOopHvikoFAa5q-b1d5eR8H5mYNn9vAsw27qYo2CbellL8Gl_RitO,274.png,E-COMMERCE,BANKING DATA THEFT
http://ciscoo001.xyz,07/05/2025 07:36,S,s,"Falsa piattaforma di scambio di criptovalute target CISCO ""brand impersonation""",275.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://www.amnitimanitzsquard.com/,08/05/2025 12:57,S,s,ARUBA (accedi),276.png,EMAIL SERVICES,ACCOUNT THEFT
https://metamaski-io.vip,12/05/2025 07:55,S,s,METAMASK (login ) furto crdenziali,277.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://sincrestonline.com,12/05/2025 07:58,S,s,Sito Bancario non legittimo (furto dei dati) (sincrestonline),278.png,BANKING/FINANCE,DATA THEFT
http://www.dr-martensshop.com/,13/05/2025 07:39,S,s,Sito vedita scarpe non legittimo (furto dei dati )Dr. Martens sito legittimo:https://www.drmartens.com/it/it/?srsltid=AfmBOopHvikoFAa5q-b1d5eR8H5mYNn9vAsw27qYo2CbellL8Gl_RitO,279.png,E-COMMERCE,BANKING DATA THEFT
https://intesasanpaolo-9lpd5h8p7i.live-website.com/_summary/logina.html,13/05/2025 07:39,S,s,INTESA SANPAOLO,280.png,BANKING/FINANCE,BANKING DATA THEFT
http://www.drmartenseu-store.com/,13/05/2025 07:39,S,s,Sito vedita scarpe non legittimo (furto dei dati )Dr. Martens sito legittimo:https://www.drmartens.com/it/it/?srsltid=AfmBOopHvikoFAa5q-b1d5eR8H5mYNn9vAsw27qYo2CbellL8Gl_RitO,281.png,E-COMMERCE,BANKING DATA THEFT
http://eu.drmartense.com/,13/05/2025 07:40,S,s,"Clonazione sito DR, Mertenz",282.png,E-COMMERCE,BANKING DATA THEFT
http://www.ebaystudio.vip/,14/05/2025 07:24,S,s,Fake eBay wallet portal,283.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://dodalan.com,16/05/2025 08:33,S,s,Hype(verifica dati),284.png,BANKING/FINANCE,ACCOUNT THEFT
https://18-191-217-194.cprapid.com/app/payment.php?a87andz0ldt38hrgdkk...,19/05/2025 17:49,S,s,DPD (segui pacchetto),285.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://www.arbigo.io,20/05/2025 08:38,S,s,ORLEN Lietuva compagnia petrolifera lituana (furto account),286.png,ENERGY,ACCOUNT THEFT
https://3-138-189-28.cprapid.com/app/update.php?nhiqlyepxtd9u2qq77y8...,21/05/2025 00:46,S,s,DPDgroup (consegna pacco),287.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://claims-ftx-distributions.com,21/05/2025 00:46,S,s,DPDgroup (consegna pacco),288.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
https://univrit1.weebly.com/,23/05/2025 00:46,S,s,Clonazione Università Degli Studi Di Verona (furto dati),289.png,EDUCATION,DATA THEFT
https://ratinad.com/,23/05/2025 00:46,S,s,Hype(FURTO CARTE DI CREDITOi),290.png,BANKING/FINANCE,BANKING DATA THEFT
https://urgentunlocks.com/ok/it/,23/05/2025 00:46,S,s,Banca Sella (FURTO CARTE DI CREDITO),291.png,BANKING/FINANCE,BANKING DATA THEFT
https://workstation-support.com/43957835250cd6636baa4006910b728052cc4875/,23/05/2025 15:35,S,s,Web mail Aruba furto account e dati personali di pagamento,292.png,EMAIL SERVICES,BANKING DATA THEFT
https://13-58-50-242.cprapid.com/app/update.php?xo5cpll3obsib5oslk40,23/05/2025 15:35,S,s,DPD CORRIERE ESPERESSO(richiesta pagamento con carta ),293.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
http://netfllx-fr.com/captcha.php,27/05/2025 07:31,S,s,netflix verifica essere umano (furto account),294.png,ENTERTAINMENT,DATA THEFT
https://contointesaanpaolo.avivos25.s.p.a.t.mydomain.zone/reit/it/conto/,27/05/2025 14:26,S,s,IntesaSanpaolo (FURTO CARTE DI CREDITO),295.png,BANKING/FINANCE,DATA THEFT
http://paxful999.cc/,28/05/2025 07:59,S,s,paxful wallet portal,296.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://paxful999.top/,28/05/2025 07:59,S,s,paxful wallet portal,297.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://paxfulbf.cc/,28/05/2025 08:06,S,s,paxful wallet portal,298.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://paxful999.top,28/05/2025 08:06,S,s,paxful wallet portal,299.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://paxful999.cc,28/05/2025 08:06,S,s,paxful wallet portal,300.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
http://paxfulbf.cc,28/05/2025 08:06,S,s,paxful wallet portal,301.png,CRYPTOCURRENCY,CRYPTO WALLET THEFT
https://renovacion-soporte.info/,28/05/2025 14:40,S,s,NETFLIX (verifica essere umano nuovo ) furto dati,302.png,ENTERTAINMENT,BANKING DATA THEFT
https://egean.ciamlogin.com/11c81ec3-3ce4-4343-9804-d74d76c4cef9/oauth2/v2.0/authorize?client_id=94d2ef36-6294-496f-93f7-eb1552af15cc&redirect_uri=https%3A%2F%2Fportal.egeanparts.com.tr%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638840122284892446.ZmUzYWZmNGMtNmYxYy00MGFkLTg2NjYtMWRkNTdkMzZiNmNhZmJlNDlhOWUtYzBiOS00ZTczLWIxNDYtOWIxY2MwMTFhODdj&client_info=1&x-client-brkrver=IDWeb.3.0.1.0&state=CfDJ8FkNg0d1fzFFpFMWsbUEJSStN7MBeQeBBxB8a_Caqxtgb3Sy4Vqh08qP1ZBFW_EXbsbHbNVJzfaPkfevJ8OSVruaI7mO3_35Ms03v38CghDHejkDx4JKyBn947umZ0Ehy3onG3VPvrIfVoo4TpNf7DDJEG6GlhH1SbMBqf12W396fReGb7Vo0M6zsIi9lajF0CG-FZ1ghcuHKQH3_kHM71qCBI_TOcM4euZBRuyii8p_L9cEmYxGtq1zhsU8cm_04d0GjWinUDKDNfqSM6y4ufuwip3X47roSXMyTeAvu_NMXIrLSjVrugn8APd_XB-9YA&x-client-SKU=ID_NET8_0&x-client-ver=8.0.1.0,28/05/2025 14:41,S,s,Microsoft (accedi posta elettronica) furto account,303.png,EMAIL SERVICES,ACCOUNT THEFT
https://08f055893bcadc95b0aafcd5b9ca249b.thesymphonygroups.com/,29/05/2025 07:43,S,s,Microsoft (accedi posta elettronica) furto account,304.png,EMAIL SERVICES,ACCOUNT THEFT
http://asbca.ca/wp-content/task.php?r=bD1odHRwczovL2RxcmRidi5jb20v...,29/05/2025 07:48,S,s,"redirect : https://dqrdbv.com , (Asana piattaforma digitale per la gestione del lavoro e dei progetti)",305.png,DIGITAL/TECHNOLOGY,ACCOUNT THEFT
https://pt-co-pilot-33d56d97.azurewebsites.net/,29/05/2025 14:08,S,s,Microsoft (accedi posta elettronica) furto dati,306.png,EMAIL SERVICES,ACCOUNT THEFT
https://18-199-93-214.cprapid.com/app/update.php?i9fblvqvmgo3wxs92d7a,30/05/2025 15:05,S,s,DPD BARTOLINI (segui il mio pacchetto) furto dati carta di credito,307.png,SHIPPING/LOGISTICS,BANKING DATA THEFT
